"id","visit","center","bia1a","bia1a1","bia1a2","bia1c","bia1c1","bia2a","bia2a1","bia2c","bia2c1","bia3a","bia3a1","bia3c","bia3c1","bia4a","bia4a1","bia4c","bia4c1","bia5a","bia5a1","bia5c","bia5c1","bia6a","bia6a1","bia6c","bia6c1","bia7a","bia7a1","bia7c","bia7c1","bia8","bia1b","bia1d","bia2b","bia2d","bia3b","bia3d","bia4b","bia4d","bia5b","bia5d","bia6b","bia6d","bia7b","bia7d","bia9"
"SW21450",8,"SW","GO BACK HOME TO GET ME A BALL",,,"ASK SOMEBODY ELSE",,"GO ASK ANOTHER FRIEND IF HE HATES ME AND HE WILL SAY NO AND THEN I CAN PLAY","WITH HIM INSTEAD","RUN AWAY",,"HURRY UP AND PUT IT IN THE MACHINE AND THEN RUN",,"KICK HIM AND RUN",,"RUN",,"GO TO ANOTHER COUNTRY GO CALL THE POLIC",,"GO TO ANOTHER WATER FOUNTAIN",,"RUN",,"GO TELL THE PRINCIPAL",,"TELL THE VICE-PRINCIPAL",,"GO CALL MY FRIENDS AND TELL THEM TO STOP THE FIGHT","GO CALL SOMEBODY","RUN AWAY",,"JDM",5,5,5,5,7,2,5,4,5,5,4,4,4,5,1/15/1999
"SW21469",8,"SW","I WOULD GO BUY ONE",,,"GO GET ONE AT A STORE (P) ASKING MY FRIEND (P) T","HE GUY ON THE COURT IF I COULD USE IT","RUN HOME",,"GO TELL SOMEBODY (P) MY MOM",,"HOLD IT (P) I WOULDN'T GIVE IT TO HIM PUT IT IN MY POCKET",,"TELL MY FRIEND THAT THIS GUY IS TRYING TO GET","MY MONEY","TELL ON HIM (P) TO MY MOM",,"RUN SOMEWHERE ELSE AND TELL HIM TO STOP MAKING","FUN OF ME","TELL SOMEBODY (P) MY DAD",,"GO SOMEWHERE ELSE AND GET A DRINK OF WATER",,"TELL THEM TO STOP",,"TELL THEM TO WORK IT OUT AND BE NICE AND DON'T","PUSH AND HIT AND KICK AND FIGHTING","TELL MY FRIEND, DON'T FIGHT WITH HIM",,"TELL MY FRIEND TO NOT FIGHT AND DON'T PUSH",,"HPH",5,1,5,4,7,4,4,1,4,5,1,1,1,1,4/15/1999
"SW21483",8,"SW","I WOULD ASK THE COACH FOR A BALL",,,"I MIGHT ASK EVEN NICER",,"I'D EITHER WALK SLOWER OR WALK FASTER OR CROSS THE STREET",,"GO HOME, WALK AS FAST AS I CAN HOME",,"I WOULDN'T GIVE IT TO HIME (P) I WOULD SAY NO",,"I'D SAY LEAVE ME ALONE",,"IF IT WERE IN CLASS I WOULD TELL","THE TEACHER","I WOULD TELL THAT KID TO STOP, IF I FOUND OUT","WHO IT WAS","I WOULD GO TO THE END OF THE LI","NE EVEN THOUGH I WAS REALLY THIRSTY","I MIGHT WALK AWAY AND GO GET A DRINK SOMEWHERE","ELSE","I WOULD GO OVER AND TELL THEM TO ST","OP","IF THERE WAS A GROWN UP AROUND I WOULD GO TELL","THEM","I'D GO OVER AND TELL MY FRIEND TO STOP",,"I WOULD BREAK UP THE FIGHT (P) I WALK IN BETWE","EN BOTH KIDS","JDM",5,1,5,5,1,1,4,1,5,5,1,4,1,7,3/15/1999
"SW21497",8,"SW","GO BACK HOME",,,"I WOULD TELL THE COACH",,"RUN AWAY",,"GO GET MOMMY",,"SAY NO",,"RUN AWAY",,"SAY ""STOP IT""",,"GO AND GET MOM",,"SAY ""STOP IT""",,"GO AWAY",,"BREAK IT UP (P) BY SAYING ""STOP""",,"GO AND GET HELP",,"GO AND GET HELP",,"BREAK IT UP; SAY ""STOP FIGHTING""",,"RR",5,4,5,4,1,5,1,4,1,5,1,4,4,1,5/15/1999
"SW21526",8,"SW","PUNCH HIM",,,"SAY, GET MY FRIENDS AND WE MIGHT BEAT HIM UP AND","TAKE HIS BALL","KICK HIM",,"SLAP HIM",,"SAY NO AND RUN",,"GET MY FRIENDS AND BEAT HIM UP",,"TELL THE TEACHER",,"TELL HIM NOT TO",,"PUSH HIM AND TELL",,"SAY I WAS HERE FIRST, THEN GO TO THE NEXT WATE","R FOUNTAIN","I WOULD GO AND STOP THEM (P) SAY ST","OP FIGHTING B/C YOU CAN HURT SOMEONE AND TELL THEM I'M TELLING TEACHER","SAY THAT WE WEREN'T MADE TO FIGHT",,"SAY, STOP FIGHTING BEFORE YOU HURT SOMEONE AND THE","N PUSH THEM APART","IF THEY DON'T STOP I WOULD GO TELL THE TEACHER",,"JDM",2,2,2,2,1,2,4,1,2,1,3,1,2,4,2/15/1999
"SW21532",8,"SW","NOT TAKE THE BALL, WALK AWAY",,,"I WOULDN'T TAKE IT, LET THE KID KEEP IT.",,"GO TELL MY MOM\",,"TELL MY DAD TO KICK HIM",,"I WOULDN'T DO IT BECAUSE HE DIDN'T SAY PLEASE., TELL HIM I'M NOT GOING","TO.","GO TELL MY DAD AND HE'LL KICK HIM OUT OF MY WA","Y.","I WOULD GET MY BROTHERS PRETEND G","UN AND SHOOT HIM.","I WOULD SAY HEY LEAVE ME ALONE AND THEN I WOUL","D KICK HIM IF HE DIDN'T.","TELL SOMEBODY.",,"I WOULD KICK HIM.",,"I WOULD TELL THEM TO STOP.",,"I WOULD TELL THEM TO BE KIND TO ONE ANOTHER. W","OULD TELL THEM TO STOP AND THEN GO TELL THEIR PARENTS.","TELL MY FRIEND NOT TO FIGHT AND NOT DO IT AGAIN AN","D FOR THEM TO SAY SORRY TO EACH OTHER.","TELL THEIR MOMS AND DADS",,"JDM",5,5,4,4,1,4,2,2,4,2,1,1,1,4,2/15/1999
"SW21544",8,"SW","GO HOME AND GET ONE",,,"LOOK FOR ONE",,"RUN AWAY",,"TELL MY MOM",,"SAY NO",,"IGNORE THEM",,"TELL ON THEM TO MY MOM",,"SAY SOMETHING MEAN TO THEM",,"GET BACK IN LINE IN FRONT OF TH","EM","WAIT UNTIL EVERBODYS DONE",,"TELL THEM TO PLAY NICE",,"TELL THEM TO STOP",,"GO TELL THEIR MOM",,"TELL THEM TO STOP FIGHTING",,"JDM",5,5,5,4,1,5,4,3,7,5,1,1,4,1,2/15/1999
"SW21559",8,"SW","DK (P) ASK HIM NICELY",,,"DK (P) DK (P) I DK WHAT I WOULD DO",,"RUN AWAY",,"DK",,"RUN AWAY",,"I WOULD SAY NO",,"NOT LISTEN",,"TELL SOMEONE",,"FIND ANOTHER DRINKING FOUNTAIN",,"I MIGHT SAY COULD I HAVE A DRINK",,"TELL SOMEONE",,"SAY, NOT TO FIGHT",,"TELL THEM NOT TO FIGHT",,"TELL SOMEONE",,"JDM",1,,5,,5,1,5,4,5,1,4,1,1,4,3/15/1999
"SW21571",8,"SW","ASK SOMEONE ELSE TO BORROW THEIR BALL",,,"I DON'T KNOW, THAT IS ALL I CAN THINK OF.",,"RUN HOME",,"TELL MY MOM",,"RUN",,"SAY NO WAY",,"SAY, PLEASE DON'T MAKE NASTY STOR","IES","TELL THEIR MOM",,"PUSH HIM BACK",,"SAY, STOP CUTTING",,"I WOULD DO NOTHING",,"I DON'T KNOW. I CAN'T THINK OF ANYTHING.",,"SAY TO MY FRIEND, DO YOU WANT TO PLAY? SO SHE COUL","D STOP FIGHTING","I WOULDN'T DO ANYTHING ELSE (P) JUST DO NOTHIN","G","ZF",5,,5,4,5,1,1,4,2,1,5,,6,5,4/15/1999
"SW21587",8,"SW","============================================================================","============================================================================","============================================================================","================================================","============================================================================","============================================================================","============================================================================","==============================================","============================================================================","=======================================================================","============================================================================","==============================================","============================================================================","=================================","============================================================================","==============================================","============================================================================","===============================","============================================================================","==============================================","============================================================================","===================================","============================================================================","==============================================","============================================================================","==================================================","============================================================================","==============================================","============================================================================","AM",,,,,,,,,,,,,,,1/15/1999
"SW21606",8,"SW","ASK AGAIN",,,"ASK HIM IF HE WANTED TO PLAY",,"DUCK DOWN",,"WALK AWAY",,"WALK SOMEWHERE ELSE AND GET SOME SODA SOMEWHERE ELSE",,"WHEN I GET IT I WOULD DRINK IT",,"KEEP WALKING",,"DON'T MIND HIM, KEEP GOING",,"PUSH HIM BACK",,"JUMP BACK IN LINE",,"TELL THE TEACHER",,"GO WITH HER",,"STOP THE FIGHT",,"CALL THE TEACHER TO COME HANDLE IT",,"SCR",1,22,22,5,5,22,5,5,2,7,4,22,1,4,2/15/1999
"SW21619",8,"SW","ASK SOMEONE ELSE FOR A BALL",,,"GET ONE FROM HOME",,"GET AWAY FROM THE KID",,"TELL A GROWNUP",,"SAY NO",,"GO TELL AN ADULT",,"TELL HIM TO STOP",,"NOTHING ELSE, I WOULD IGNORE HIM",,"PUSH HIM BACK",,"GO TELL A GROWNUP",,"GO GET A GROWN UP",,"TELL THEM TO STOP FIGHTING",,"TELL THEM TO STOP",,"NOTHING ELSE, I WOULD JUST LEAVE THEM ALONE",,"AM",4,5,5,4,1,4,1,5,2,4,4,1,1,5,2/15/1999
"SW21627",8,"SW","TELL THE TEACHER",,,"STEAL THE BALL, SWIPE IT FROM HIS HAND",,"RUN AWAY",,"JUST SIT THERE AND PLAY POGS",,"TELL THE TEACHER",,"RUN AWAY AND TELL OLDER COUSIN",,"SAY, STOP IT",,"TELL THE TEACHER",,"CUT IN THE LINE BACK AND PUSH T","HE LITTLE KIDS OUT OF THE WAY","PUSH HIM",,"CALL THE COPS",,"TELL THE YARD DUTY",,"JUST STAND THERE",,"HIDE SO THEY DON'T SEE ME",,"RR",4,2,5,5,4,4,1,4,2,2,4,4,5,5,10/15/1998
"SW21643",8,"SW","============================================================================","============================================================================","============================================================================","================================================","============================================================================","============================================================================","============================================================================","==============================================","============================================================================","=======================================================================","============================================================================","==============================================","============================================================================","=================================","============================================================================","==============================================","============================================================================","===============================","============================================================================","==============================================","============================================================================","===================================","============================================================================","==============================================","============================================================================","==================================================","============================================================================","==============================================","============================================================================","AM",,,,,,,,,,,,,,,1/15/1999
"SW21655",8,"SW","SAY PLEASE CAN I USE THE BALL",,,"ASK ANOTHER PERSON IF I CAN USE THEIR BALL",,"TELL HIM YOU HURT MY FEELINGS",,"NOTHING (P) JUST WALK BY.",,"TELL HIM 'WHY DON'T YOU GET YOUR OWN?'",,"TELL HIM TO GO ASK HIS MOM.",,"TELL HIM TO STOP",,"GO TELL A GROWNUP",,"TELL HIM YOU CUT ME, TELL HIM T","O GET BACK WHERE HE WAS.","NOTHING",,"TELL THEM TO STOP FIGHTING AND MAKE","FRIENDS","SAY, 'IF YOU CAN'T PLAY NICE THEN DON'T PLAY A","T ALL"".","TELL THEM BOTH TO STOP FIGHTING",,"TELL THEM TO SPLIT APART",,"JDM",1,5,1,5,1,1,1,4,1,22,1,1,1,1,1/15/1999
"SW21664",8,"SW","GO TO MY HOUSE AND GET A BALL",,,"GET SAD",,"RUN",,"SAY HELLO",,"SAY IT'S NOT NY MONEY, ITS MY MOM'S AND I HAVE TO BUY HER SOMETHING",,"SAY NO",,"TELL THE TEACHER",,"TELL THEM TO STOP",,"SAY "" YOU'RE NOT IN MY CLASS""",,"TELL THE TEACHER",,"STOP THEM PUSH THEM BACK WITH MY AR","MS","WALK AWAY AND PLAY IN ANOTHER PARK",,"TELL THEIR MOM AND DAD",,"TELL AN ADULT TO STOP THEM",,"RR",5,5,5,22,1,1,4,1,22,4,7,5,4,4,1/15/1999
"SW21670",8,"SW","WALK AWAY",,,"NOTHING",,"PUSH HIM OUT OF THE WAY AND LEAVE",,"BEAT HIM UP AND LEAVE",,"SAY LEAVE ME ALONE",,"BEAT HIM UP",,"BEAT HIM UP",,"BEAT HIM UP",,"PUSH HIM BACK",,"THAT'S ALL, PUSH HIM BACK",,"GO TELL",,"GO TRY AND BREAK IT UP, SAY STOP",,"GO TELL",,"SAY, STOP FIGHTING",,"RR",5,22,2,2,1,2,2,2,2,2,4,1,4,1,1/15/1999
"SW21688",8,"SW","I'D RUN OUT THE DOOR",,,"PROBABLY JUST SAY OK, GO FIND ME ANOTHER BALL OR","TELL SOMEBODY OR SOMETHING","I WOULD RUN AWAY",,"JUST SAY, WHO ARE YOU?",,"I'D SAY NO",,"I'D RUN",,"I'D TELL SOMEBODY ABOUT IT (P) MY","MOM OR COUNSELLOR","I WOULD TELL HIM THAT I AM NOT NASTY",,"PROBABLY JUST TELL SOMEBODY (P)","A TEACHER","PROBABLY GO TO THE END OF THE LINE",,"I WOULD PROBABLY CALL THE POLICE",,"I WOULD TELL MY MOM",,"I WOULD SAY TO MY FRIEND, STOP THE FIGHT. I'LL TEL","L MY MOM AND SHE'LL CALL THE POLICE.","I'D SAY CUT IT OUT.",,"HPH",5,5,5,1,1,5,4,1,4,5,4,4,3,1,5/15/1999
"SW21703",8,"SW","============================================================================","============================================================================","============================================================================","================================================","============================================================================","============================================================================","============================================================================","==============================================","============================================================================","=======================================================================","============================================================================","==============================================","============================================================================","=================================","============================================================================","==============================================","============================================================================","===============================","============================================================================","==============================================","============================================================================","===================================","============================================================================","==============================================","============================================================================","==================================================","============================================================================","==============================================","============================================================================","HPH",,,,,,,,,,,,,,,11/15/1998
"SW21724",8,"SW","ASK HIM NICELY, ""MAY I PLEASE HAVE THE BALL?""",,,"DON'T KNOW, ASK HIM AGAIN, ASK SOMEBODY ELSE FOR","A BALL","ASK HIM WHAT'S WRONG",,"ASK IF HE'S MAD AT ME",,"SAY NO",,"SAY I DON'T HAVE ENOUGH MONEY FOR YOU",,"GO TELL THE TEACHER THAT THEY'RE","TELLING STORIES","STAND UP FOR MYSELF, SAY I DON'T LIKE THAT",,"SAY I'LL GET MY SPOT BACK",,"DON'T PUSH ME",,"SAY STOP FIGHTING",,"GO TELL SOMEONE THEY'RE FIGHTING, LIKE TELL A","FRIEND","SAY STOP FIGHTING",,"GO TELL ANOTHER FRIEND",,"LK",1,4,1,1,1,1,4,1,1,1,1,4,1,4,7/15/1999
"SW21739",8,"SW","SAY PLEASE CAN I HAVE THE BALL",,,"SAY IF YOU GIVE ME THE BALL, I'LL GIVE IT RIGHT","BACK","WALK AWAY",,"TELL SOMEBODY I KNOW",,"SAY NO",,"RUN AND TELL SOMEONE",,"DO BUNNY EARS ON HIM",,"WHEN HE TURNS AROUND, I'LL HIDE FROM HIM.",,"TELL THE TEACHER",,"TELL SOMEBODY",,"SAY STOP TI PLEASE BE FRIENDS.",,"TELL THE TEACHER",,"SAY STOP IT",,"TELL THE TEACHER",,"RR",1,6,5,4,1,4,22,5,4,4,1,4,1,4,9/15/1998
"SW21746",8,"SW","I'D SAY YEAH (P) I'D SAY ALRIGHT, THEN I'LL JUST GO TO GET SOME MONEY FROM M","Y GRANDMA AND GO BUY A BASKETBALL",,"SAY, WHEN I COME BACK, YOU CAN PLAY ON THE TEAM","WITH US.","RUN AND GO TELL SOMEBODY",,"IF NOBODY DON'T BELIEVE ME I WOULD FIGHT HIM",,"I WOULD GIVE IT TO HIM B/C I DON'T WANT HIM TO BREAK ME UP",,"IF HE A BIG KID, I WOULD GIVE HIM ALL MY MONEY","AND THE CANDY I BUY","BEAT HIM UP",,"THEN GO TELL THE TEACHER THAT I BEAT HIM UP BE","CAUSE HE'S TELLING STORIES BEHIND MY BACK","LET HIM GET IN FRONT OF ME",,"I WOULD CUT HIM (THE GUY THAT CUT ME)",,"GO TELL SOMEBODY B/C I'M NOT GONNA","STOP IT SO I DON'T GET BEAT UP","I WOULD TELL THEM, YOU SHOULD NOT BE FIGHTING","AND TELL THEO NE THAT DIDN'T START IT TO GOT TELL THE TEACHER","I WOULD TELL MY FRIEND NOT TO FIGHT SO YOU DON'T G","ET YOURSELF IN TROUBLE. JUST WALK AWAY FROM HIM","I WOULD TELL HIM LETS GO TELL THE TEACHER SO T","HE OTHER KID COULD GET IN TROUBLE","SCR",1,22,4,2,5,5,2,4,5,7,4,1,1,4,6/15/1999
"SW21752",8,"SW","JUST GO SIT BACK DOWN",,,"GO AWAY (P) LEAVE THE BUILDING",,"WALK AWAY",,"TURN AROUND",,"SAY ""NO""",,"TELL HIM A LIE (P) ""I DON'T HAVE ANY MONEY""",,"I WOULD SAY SOMETHING MEAN ABOUT","HIM","I WOULD GO TO OTHER FRIENDS AND TALK ABOUT HIM",,"I WOULD TELL THE PRINCIPAL",,"TELL SOMEONE NEAR BY",,"I WOULD TELL THEM TO GO AWAY FROM E","ACH OTHER","TELL A GROWN UP",,"TELL MY FRIEND TO PLAY WITH ME INSTEAD",,"TELL HIM TO WALK AWAY",,"JDM",5,5,5,5,1,1,3,3,4,4,1,4,1,1,10/15/1998
"SW21778",8,"SW","I WOULD GO TO THE STORE AND BUY MY OWN BASKETBALL",,,"I WOULD PROBABLY JUST SIT THERE AND CRY",,"I WOULD GO TO MOMMY",,"I MIGHT HIT HIM BACK IF HE HITS ME BECAUSE I C","NA'T BE LETTING ANYONE ELSE BEAT UP ON ME","I'D SAY NO",,"I'D GIVE HIM HALF OF THE MONEY\",,"I'D GO TELL THE TEACHER",,"I MIGHT SAY QUIT TALKING ABOUT ME",,"I'D GO TELL THE TEACHER TAHT HE","PUSHED ME","I MIGHT PUSH HIM BACK BY TRIPPING HIM AND GET","BACK IN LINE","I WOULD TELL THE TEACHER THAT THEY'","RE FIGHTING","I WOULD GO AWAY SOMEWHERE ELS","E","I WOULD SAY STOP FIGHTING, THAT WAY YOU CAN HAVE I","T OVER WITH","I MIGHT GO TELL THEIR MOM",,"HPH",5,5,4,2,1,6,4,1,4,2,4,5,1,4,3/15/1999
"SW21780",8,"SW","I'D JUST SAY FINE, I'LL JUST GET A DIFFERENT BALL",,,"ASK SOMEONE ELSE IF I COULD USE THEIR BASKETBALL",,"I'D WALK AWAY FROM THEM",,"ASK THEM IF THEY WERE MAD AT SOMEONE",,"I WOULDN'T GIVE THEM MY MONEY, (P) I'D GO, IT'S MY MONEY GET YOUR OWN.",,"THAT'S IT (P) I CAN'T THINK OF ANYTHING",,"I'D JUST TELL A PRINCIPAL OR MY P","ARENTS","TELL THE NOON-DUTY",,"I'D TELL A TEACHER THAT THAT PE","RSON PUSHED ME OUT OF LINE","NOTHING (P) NOTHING",,"I'D GO OVER THERE AND TELL THEM TO","APOLOGIZE TO EACH OTHER","I'D TELL THEM TO BE NICE TO EACH OTHER AND T O","BE FRIENDS, NOT TO HIT. THAT'S THE ONLY THING A BROWNIE DOESN'T LIKE TO SEE","I'D TELL MY FRIEND DON'T FIGHT WITH OTHER PEOPLE B","ECAUSE ITS NOT NICE TO FIGHT","I'D TELL THEM TO BREAK IT UP, I'D TELL THEM TO","STOP FIGHTING, ITS NOT NICE TO FIGHT. YOU GUYS JUST APOLOGIZE TO EACH OTHER","HPH",5,4,5,1,1,,4,4,4,5,1,1,1,1,1/15/1999
"SW21795",8,"SW","ASK A COACH (P) TO SEE A BALL",,,"I'D GO HOME AND GET A BALL",,"TELL MY BIG BROTHER (P) SOMEONE'S TRYING TO HIT ME.",,"RUN",,"I'D GET MY BROTHER OR COUSIN (P) TELL THEM SOMEONE'S TRYING TO TAKE MY","MONEY","TELL THE PERSON WHO WORKS AT PARK",,"NOTHING",,"IGNORE HIM",,"ASK SOMEONE IF I CAN CUT IN","LINE","GET MY BROTHER",,"I WOULDN'T GET INVOLVED",,"TELL ON THEM",,"I'D CALL HIM (P) I'D TELL THEM TO STOP FIGHTING",,"I'D WALK OVER TO THEM AND PULL THEM (P) APART",,"JMM",4,5,4,5,4,4,5,5,1,4,5,4,1,7,9/15/1996
"SW21800",8,"SW","GO TO THE STORE AND BUY ANOTHER ONE",,,"ASK PLEASE AND BEG HIM FOR THE BALL",,"I WOULD DUCK DOWN",,"I WOULD JUST RUN AWAY",,"I WOULD SAY ""NO, I'M GOING TO GET A SODA""",,"I MIGHT WALK AWAY AND FIND ANOTHER SODA MACHIN","E","I WOULD TELL HIM NOT TO TALK ABOU","T ME THAT WAY AND WALK AWAY","TELL A TEACHER ON HIM",,"I WOULD ASK HIM WHY HE PUSHED M","E AND PUSH HIM BACK AND THEN GET BACK IN LINE","I WOULD GET INTO A BIG FIGHT WITH HIM",,"I WOULD TELL THEM TO QUIT FIGHTING",,"TELL AN ADULT ON THEM FOR FIGHTING",,"I WOULD TELL MY FRIEND TO WALK AWAY",,"TELL AN ADULT ON THEM",,"AM",5,1,5,5,1,5,1,4,2,2,1,4,1,4,4/15/1998
"SW21821",8,"SW","GO SEE IF SOMEBODY ELSE HAS A BALL",,,"DON'T KNOW (P) DON'T KNOW",,"WALK AWAY",,"DON'T KNOW (P) DON'T KNOW",,"GO TO MY HOUSE AND GET SOME WATER",,"SAY ""NO"" AND WAIT IN LINE",,"SAY ""NUH-UH"" TO THE PERSON WHO","MADE IT UP","DON'T KNOW (P) DON'T KNOW",,"GET BACK IN LINE (P) BACK TO MY","SPOT","TELL SOMEBODY (P) THAT'S NEARBY LIKE A POLICE","MAN AND THE POLICEMAN WOULD TELL HIM TO STOP","STOP IT (P) BACK A PERSON BACK, GET","IN THE MIDDLE AND BACK A PERSON BACK. (GET BETWEEN THEM AND SEPARATE THEM0","TELL THEM TO STOP",,"I'D SAY ""DON'T FIGHT""",,"DON'T KNOW, DON'T KNOW",,"MDS",5,,5,,5,1,1,,7,4,7,1,1,,11/15/1997
"SW21898",8,"SW","JUST PLAY IT COOL.  SIT DOWN, WAIT FOR THE GAME TO START, AND GET A BALL WIT","H MY ALLOWANCE",,"BORROW A BALL FROM MY FRIENDS",,"RUN",,"TELL MY MOM",,"RUN",,"JUST IGNORE HIM AND GET THE SODA AND GET OUTTA","THERE","TELL HIM TO STOP",,"TELL HIS MOM.  I ALWAYS TELL ON PEOPLE WHO MAK","E FUN OF ME.  THAT'S MY HABIT. SO HE CAN BE ON RESTRICTION.","I DON'T KNOW, TELL THE TEACHER",,"TELL HIM THAT YOU CAN'T DO THAT",,"GET TEH PATROL.  BREAK IT UP. ME AN","D MY FRIENDS WOULD BREAK IT UP, PULL THEM APART.","I DON'T KNOW.  THAT'S THE ONLY ONE I CAN'T THI","NK OF","GET MY DOG BECAUSE WHEN MY DOG SEES STRANGERS, SHE","BITES THEM","HOLD THEM BACK.  I'D HOLD THEM SO THEY WOULDN'","T BE FIGHTING.  I'LL GRAB BOTH OF THEM AND HOLD THEM BACK.","EEB",5,5,5,4,5,5,1,4,4,1,7,,2,7,6/15/1998
"SW21909",8,"SW","I'D SAY OK",,,"BEG HIM",,"SAY 'ARE YOU OK?'",,"SAY 'ARE YOU MAD?'",,"I'D SAY NO",,"AND I'D RUN",,"SAY STOP",,"AND I'D SAY 'DON'T TALK ABOUT ME!'",,"I'D SAY 'THAT WAS MY SPOT'",,"AND PUSH HIM BACK AND GET IN THE LINE.",,"BREAK IT UP, I'D TELL ANOTHER KID T","O HOLD THE KID BACK AND I'D HOLD THE OTHER KID BACK","I'D TELL THEM TO STOP",,"BREAK IT UP, I'D HOLD MY BOTH HANDS & GO LIKE THAT","(SHOWS ARMS STRETCHED OUT)","AND I'D GO AND TELL THEIR MOM'S OR THEIR DAD",,"MTK",5,1,1,1,1,5,1,1,1,2,7,1,7,4,7/15/1998
"SW21917",8,"SW","TELL THE TEACHER",,,"GO TO OFFICE AND TELL TEACHER THAT SHE WOULDN'T","LET ME PLAY WITH THE BALL","RUN HOME",,"TELL MY MOM AND HAVE HER CALL HIS MOM.",,"I WON'T (P) I'LL SAY THAT ""I'LL TELL THE TEACHER THAT YOU STOLE MY $.""",,"I'LL HIT YOU AND RUN HOME.",,"I WOULD TELL MY MOM TO CALL HIS M","OM","DK (P) DK",,"TELL THE TEACHER",,"I CAN RUN HOME AND TELL MY MOM.",,"TELL THE PRINCIPAL.",,"DK (P) LEAVE THEM ALONE.",,"TELL THE TEACHER OR THE PRINCIPAL.",,"DO NOTHING (P) JUST IGNORE IT.",,"JDM",4,4,5,4,3,2,4,,4,4,4,5,4,5,8/15/1998
"SW21925",8,"SW","ASK THE TEACHER IF I CAN USE THE BALL (P) ANOTHER BALL",,,"ASK A FRIEND IF I CAN PLAY WITH THEM",,"ASK THE KID WHAT IS WRONG",,"ASK THE KID WHAT I DID WRONG",,"I WOULD SAY NO",,"I WOULD TELL HIM, I'LL BUY YOU SOMETHING THOUG","H","TELL THE TEACHER",,"IGNORE HIM",,"I'D TELL HIM TO GO TO THE END O","F THE LINE","I WOULD GO TO THE END OF THE LINE",,"I WOULD TELL THE TEACHER",,"TELL THEM TO STOP FIGHTING B/C THEY MIGHT HURT","EACH OTHER","I WOULD TELL THEIR MOM",,"JUST LET THEM GET IN TROUBLE",,"AM",5,5,1,1,1,6,4,5,1,5,4,1,4,5,2/15/1999
"SW21933",8,"SW","ASK THE PERSON IF I CAN USE THE BALL",,,"GO HOME AND GET MY SISTER BALL",,"WALK THE OTHER WAY",,"I'D GO HOME",,"I'D GO TO MY MOM AND ASK FOR MORE MONEY",,"GO HOME & GET MY OWN MONEY",,"I'D TELL EVERYONE THAT WHAT HE","TOLD WASN'T TRUE","JUST GO HOME AND WATCH TV",,"I WOULD GO TO THE END OF THE","LINE","GO HOME & GET A WATER BOTTLE",,"I'D GO UP TO THEM & SAY ""THAT ISN'T","VERY NICE, YOU GUYS SHOULD STOP""","JUST WALK BY SO THAT I DON'T GET INTO IT",,"TELL THEM TO STOP",,"TELL MY FRIEND TO WALK THE OTHER WAY & GO MY H","OUSE","JDM",1,5,5,5,5,5,1,5,5,5,1,5,1,1,10/15/1997
"SW21986",8,"SW","WALK AWAY",,,"ASK ANOTHER PERSON FOR A BALL OR GO GET ANOTHER","BALL","RUN",,"GET SCARED",,"I WOULDN'T GIVE IT TO HIM (P) WALK OUT OF LINE AND GO TELL SOMEONE",,"IDK",,"I WOULD GO TELL SOMEONE LIKE MY M","OM OR IF I'M WITH HER MY TEAHCER IF IM' AT SCHOOL OR FRIEND'S MOM","I WOULD GO TELL SOMEONE THAT WORKED THERE",,"I WOULD JUST GET IN LINE AGAIN",,"IDK (REPEAT 1ST ANSWER)",,"I WOULD GO TELL THEM TO STOP",,"I WOULD GO TELL ON THEM",,"I WOULD TELL THEM TO KNOCK IT OFF",,"I WOULD STOP THE FIGHT BY TELLING THE OTHER PE","RSON TO GO WALK AWAY","CEM",5,5,5,5,7,,4,4,5,,1,4,1,1,12/15/1998
"SW22019",8,"SW","I WOULD GO TELL THE GYM TEACHER",,,"I DON'T KNOW",,"RUN AWAY FROM THE KID",,"I WOULD GO TELL MY PARENTS",,"I'D SAY NO BECAUSE I'M THIRSTY",,"I DON'T KNOW",,"I'D CRY BECAUSE IT WOULD MAKE ME","SAD","I'D TELL ONE OF THE TEACHERS",,"I WOULD PUSH THEM OUT OF LINE N","EXT TIME","NEXT TIME I GET WATER AND HE'S BY ME, I WILL S","QUIRT IT AT HIM","I'D ASK THEM TO STOP",,"I WOULD SAY, ""YOU GUYS ARE HURTING EACH OTHER""","AND I WOULD TELL THEM TO STOP","NOTHING.  WELL, I DON'T KNOW",,"I DON'T KNOW",,"JDM",4,22,5,4,1,22,5,4,2,2,1,1,22,22,1/15/1998
"SW22031",8,"SW","I WOULD GO TO THE ""Y"" AND ASK THEM IF I COULD BORROW A BALL",,,"TELL THE COACH",,"WALK THE OTHER DIRECTION",,"I WOULD ASK THEM WHY ARE THEY SO MAD",,"I WOULD SAY ""NO"" BECAUSE I WAS THIRSTY",,"THAT'S ALL",,"TELL THE TEACHER",,"TELL THE PRINCIPAL",,"I WOULD TELL THEIR TEACHER",,"THAT'S ALL.  I WOULD PUSH HIM BACK",,"PUT MY HANDS IN THE MIDDLE AND SAY,","""BREAK IT UP""","I WOULD TELL",,"I WOULD GO TELL THE PRINCIPAL",,"TELL THE P.E. COACH",,"EEB",5,4,5,1,1,22,4,4,4,2,7,4,4,4,4/15/1998
